Unnamed: 0,...1,Address_ID,Timestamp,Do.you.agree.to.participate.in.this.study.,X1..Auditors.Name,X2..GPS.Coordinates.of.the.Shop,X3..Market.Name,X4...Group.,X5..Section,X6..Line,X7..Block.Number,X8..Shop.Number..Visible.Tag.,X9..Shop.Number..Count.,X10..Shop.Level,X11..Shop.Occupancy.Status,X16..Contact.Information,Lighting...Estimated.Power.Req....W.,Cooling...Estimated.Power.Req....W.,Others...Estimated.Power.Req....W.,Total...Estimated.Power.Req....W.,Additional.Load.from.Requested.Appliances
1605,620,Watt--SEC(B)--LIN(7)--BL(5)--SNUM(2448)--SLEV(0),2022-03-21 12:05:46,Accept,Auditor 3,"4.95xxxx, 8.32xxxx",Watt Market,Open Stall,B,7,5,2448,23.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1606,1378,Onuimo--SEC(A)--LIN(99)--BL(1)--SNUM(1962)--SLEV(0),2022-04-14 12:39:22,Accept,Auditor 9,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo industrial and general goods market),Open Stall,A,99,1,1962,64.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1607,1771,KTS--SEC(SECTION B)--LIN(LINE 1)--BL(BLOCK 5)--SNUM(1771)--SLEV(0),2022-05-22 12:48:14,Accept,Auditor 7,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION B,LINE 1,BLOCK 5,1771,320.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,20.0
1608,18378,Onitsha--SEC(A)--LIN(14)--BL(8)--SNUM(5931)--SLEV(GROUND FLOOR),2022-05-24 18:09:49,Accept,Auditor 12,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,14,8,5931,137.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1609,1562,Onuimo--SEC(B)--LIN(38)--BL(2)--SNUM(3870)--SLEV(0),2022-05-21 15:44:54,Accept,Auditor 1,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo industrial and general goods market),Open Stall,B,38,2,3870,20.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1612,20325,Onitsha--SEC(A)--LIN(14)--BL(7)--SNUM(5806)--SLEV(SECOND FLOOR),2022-05-26 16:44:35,Accept,Auditor 15,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,14,7,5806,178.0,SECOND FLOOR,RESIDENTIAL,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1613,710,FTU--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK AP)--SNUM(2555)--SLEV(0),2022-09-19 12:46:46,Accept,Auditor 26,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Open Stall,SECTION D,LINE 2,BLOCK AP,2555,7.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1614,3789,Ngwa--SEC(A)--LIN(151)--BL(2)--SNUM(3016)--SLEV(0),2022-03-30 11:37:00,Accept,Auditor 13,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Closed Shop,A,151,2,3016,57.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1615,1301,OKJ--SEC(SECTION F)--LIN(LINE 1)--BL(4)--SNUM(2680)--SLEV(0),2022-05-18 15:50:41,Accept,Auditor 23,"6.81xxxx, 3.93xxxx",Oke-Aje Market,Closed Shop,SECTION F,LINE 1,4,2680,64.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,10.0,40.0,0.0,50.0,0.0
1618,1164,SBG--SEC(SECTION A)--LIN(LINE 1)--BL(A22)--SNUM(1070)--SLEV(0),2022-05-30 12:50:24,Accept,Auditor 11,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION A,LINE 1,A22,1070,11.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,134.0
1619,5562,KRM--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK 81)--SNUM(5549)--SLEV(GROUND FLOOR),2022-05-22 14:02:58,Accept,Auditor 16,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION D,LINE 2,BLOCK 81,5549,43.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1620,4112,Babban-Kasuwa--SEC(SECTION D)--LIN(LINE 1)--BL(BLOCK AO)--SNUM(4112)--SLEV(0),2022-04-15 11:43:19,Accept,Auditor 7,"10.2xxxx2, 11.1xxxx6",Babban Kasuwa,Closed Shop,SECTION D,LINE 1,BLOCK AO,4112,22.0,GROUND FLOOR,WAREHOUSE,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1621,431,IGD--SEC(C)--LIN(1)--BL(2)--SNUM(915)--SLEV(0),2022-04-07 11:54:00,Accept,Auditor 5,"5.52xxxx, 5.76xxxx",Igbudu market,Closed Shop,C,1,2,915,11.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,110.0,0.0,0.0,110.0,0.0
1622,994,KTK--SEC(SECTION D)--LIN(LINE 3)--BL(1)--SNUM(2828)--SLEV(0),2022-03-19 13:43:19,Accept,Auditor 12,"9.94xxxx, 8.87xxxx",Katako,Closed Shop,SECTION D,LINE 3,1,2828,34.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,30.0,40.0,0.0,70.0,0.0
1624,25313,Onitsha--SEC(A)--LIN(7)--BL(3)--SNUM(1885)--SLEV(GROUND FLOOR),2022-04-09 08:52:00,Accept,Auditor 7,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,7,3,1885,56.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1625,760,RDL--SEC(SECTION E)--LIN(LINE 1)--BL(BLOCK E)--SNUM(E760)--SLEV(3),2022-06-14 12:27:40,Accept,Auditor 5,"10.5xxxx5, 7.42xxxx",Rice Dealers Gunmi Mkt,Closed Shop,SECTION E,LINE 1,BLOCK E,E760,19.0,THIRD FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1626,8400,SBG--SEC(SECTION F)--LIN(LINE 1)--BL(FE)--SNUM(8404)--SLEV(0),2022-06-03 12:04:00,Accept,Auditor 3,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION F,LINE 1,FE,8404,1.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1628,2898,Babban-Kasuwa--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK AC)--SNUM(2898)--SLEV(1),2022-04-15 13:27:18,Accept,Auditor 13,"10.2xxxx2, 11.1xxxx6",Babban Kasuwa,Closed Shop,SECTION C,LINE 1,BLOCK AC,2898,11.0,FIRST FLOOR,OCCUPIED,xxxxxxxxxxx,40.0,80.0,0.0,120.0,0.0
1629,4322,Ngwa--SEC(A)--LIN(187)--BL(2)--SNUM(3733)--SLEV(0),2022-03-29 12:15:23,Accept,Auditor 13,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Open Stall,A,187,2,3733,1.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1631,392,Onitsha--SEC(B)--LIN(12)--BL(2)--SNUM(15197)--SLEV(GROUND FLOOR),2022-06-07 17:00:00,Accept,Auditor 9,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,B,12,2,15197,532.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,120.0,75.0,0.0,195.0,0.0
1633,3902,Onitsha--SEC(B)--LIN(19)--BL(4)--SNUM(22919)--SLEV(GROUND FLOOR),2022-04-14 15:16:10,Accept,Auditor 14,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,B,19,4,22919,1352.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1634,1901,MDA--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK AY)--SNUM(1897)--SLEV(0),2022-05-12 13:27:00,Accept,Auditor 27,"10.3xxxx8, 9.84xxxx",Muda Lawal Market,Closed Shop,SECTION C,LINE 1,BLOCK AY,1897,12.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,18.0,75.0,0.0,93.0,0.0
1635,4035,Ngwa--SEC(A)--LIN(173)--BL(1)--SNUM(3446)--SLEV(0),2022-03-29 12:38:47,Accept,Auditor 5,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Closed Shop,A,173,1,3446,89.0,GROUND FLOOR,RESIDENTIAL,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1636,1320,TSH--SEC(SECTION C)--LIN(LINE 7)--BL(BLOCK Y)--SNUM(1320)--SLEV(0),2022-04-14 15:02:25,Accept,Auditor 8,"10.2xxxx3, 11.1xxxx2",Tshon Kasuwa,Closed Shop,SECTION C,LINE 7,BLOCK Y,1320,11.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,30.0,80.0,0.0,110.0,0.0
1637,3533,MDA--SEC(SECTION D)--LIN(LINE 1)--BL(BLOCK AAAM)--SNUM(3495)--SLEV(0),2022-05-13 16:20:38,Accept,Auditor 3,"10.3xxxx8, 9.84xxxx",Muda Lawal Market,Closed Shop,SECTION D,LINE 1,BLOCK AAAM,3495,10.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1638,2828,Ngwa--SEC(A)--LIN(85)--BL(2)--SNUM(1698)--SLEV(0),2022-03-29 10:41:56,Accept,Auditor 2,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Closed Shop,A,85,2,1698,26.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1641,2616,TND--SEC(SECTION C)--LIN(LINE 1)--BL(C46)--SNUM(2616)--SLEV(0),2022-06-05 11:25:00,Accept,Auditor 18,"10.5xxxx4, 7.40xxxx",Tundun Wada market,Closed Shop,SECTION C,LINE 1,C46,2616,5.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,134.0
1642,316,Onuimo--SEC(B)--LIN(30)--BL(1)--SNUM(3706)--SLEV(0),2022-04-13 09:08:34,Accept,Auditor 7,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo industrial and general goods market),Open Stall,B,30,1,3706,59.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1643,3326,AkpaAndem--SEC(A)--LIN(3)--BL(3)--SNUM(2144)--SLEV(0),2022-03-30 13:15:28,Accept,Auditor 15,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,A,3,3,2144,256.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1644,5335,Ngwa--SEC(B)--LIN(43)--BL(1)--SNUM(5048)--SLEV(0),2022-03-31 14:59:32,Accept,Auditor 1,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Closed Shop,B,43,1,5048,84.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1646,546,RKB--SEC(SECTION D)--LIN(LINE 1)--BL(32)--SNUM(3078)--SLEV(0),2022-03-22 15:35:22,Accept,Auditor 20,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION D,LINE 1,32,3078,20.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1647,950,GKM--SEC(C)--LIN(12)--BL(2)--SNUM(1885)--SLEV(0),2022-03-28 13:04:40,Accept,Auditor 22,"7.32xxxx, 9.00xxxx",Gboko Main Market,Closed Shop,C,12,2,1885,18.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,949.0,220.0,0.0,1169.0,0.0
1651,1997,ABG--SEC(SECTION BB)--LIN(LINE 1)--BL(BLOCK BB34)--SNUM(BB1982)--SLEV(0),2022-06-04 12:01:00,Accept,Auditor 13,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BB,LINE 1,BLOCK BB34,BB1982,3.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,20.0,0.0,0.0,20.0,0.0
1654,1737,OGG--SEC(B)--LIN(3)--BL(5)--SNUM(1114)--SLEV(0),2022-05-30 08:29:29,Accept,Auditor 7,"6.83xxxx, 7.41xxxx",Ogige market,Closed Shop,B,3,5,1114,9.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1655,503,Ehere--SEC(C)--LIN(7)--BL(1)--SNUM(527)--SLEV(GROUND FLOOR),2022-03-23 16:12:51,Accept,Auditor 10,"5.11xxxx, 7.39xxxx",Ehere Electronics Market Igbere,Open Stall,C,7,1,527,14.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1657,1264,FCC--SEC(SECTION B)--LIN(LINE 1)--BL(BLOCK Z)--SNUM(Z1266)--SLEV(0),2022-06-14 12:14:37,Accept,Auditor 19,"10.5xxxx3, 7.42xxxx",Fabrics Dealers Chenchenia Mkt,Closed Shop,SECTION B,LINE 1,BLOCK Z,Z1266,10.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1658,178,JMT--SEC(A)--LIN(1)--BL(8)-SNUM(149)--SLEV(0),2022-04-13 10:52:07,Accept,Auditor 14,"9.27xxxx, 12.4xxxx2",jimeta central / modern market,Closed Shop,A,1,8,149,6.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1660,738,Aba-Ekeoha--SEC(A)--LIN(2)--BL(5)--SNUM(742)--SLEV(0),2022-03-23 13:19:00,Accept,Auditor 2,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Closed Shop,A,2,5,742,102.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1661,1294,OKJ--SEC(SECTION F)--LIN(LINE 1)--BL(4)--SNUM(2679)--SLEV(0),2022-05-18 15:46:24,Accept,Auditor 23,"6.81xxxx, 3.93xxxx",Oke-Aje Market,Closed Shop,SECTION F,LINE 1,4,2679,63.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,10.0,80.0,0.0,90.0,0.0
1662,306,GDU--SEC(SECTION E)--LIN(2)--BL(2)--SNUM(381)--SLEV(0),2022-08-17 13:59:42,Accept,Auditor 4,"8.99xxxx, 7.47xxxx",Gudu Market,Closed Shop,SECTION E,2,2,381,5.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,48.0,40.0,0.0,88.0,0.0
1663,14920,Onitsha--SEC(D)--LIN(6)--BL(1)--SNUM(24924)--SLEV(GROUND FLOOR),2022-04-12 18:13:00,Accept,Auditor 1,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,D,6,1,24924,13.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1666,421,RKB--SEC(SECTION D)--LIN(LINE 1)--BL(1)--SNUM(2608)--SLEV(0),2022-03-22 13:23:49,Accept,Auditor 15,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Open Stall,SECTION D,LINE 1,1,2608,4.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,10.0,40.0,0.0,50.0,0.0
1667,1157,Aria--SEC(A)--LIN(1)--BL(2)--SNUM(1158)--SLEV(0),2022-04-05 16:06:00,Accept,Auditor 3,"6.45xxxx, 7.48xxxx",Aria New Market,Closed Shop,A,1,2,1158,66.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1669,3594,TND--SEC(SECTION D)--LIN(LINE 1)--BL(D62)--SNUM(3594)--SLEV(0),2022-05-27 13:03:17,Accept,Auditor 13,"10.5xxxx4, 7.40xxxx",Tundun Wada market,Closed Shop,SECTION D,LINE 1,D62,3594,38.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1670,4147,PTK--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK CE)--SNUM(CE4147)--SLEV(0),2022-06-11 14:27:00,Accept,Auditor 1,"10.5xxxx3, 7.41xxxx",Panteka Market,Closed Shop,SECTION D,LINE 2,BLOCK CE,CE4147,10.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1671,31,OBF--SEC(C)--LIN(3)--BL(2)--SNUM(231)--SLEV(0),2022-07-25 13:25:42,Accept,Auditor 3,"7.48xxxx, 4.55xxxx",Obalufo Market,Closed Shop,C,3,2,231,15.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,10.0
1672,1029,Aba-Ekeoha--SEC(A)--LIN(9)--BL(2)--SNUM(1037)--SLEV(0),2022-03-23 07:50:41,Accept,Auditor 4,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Open Stall,A,9,2,1037,20.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1673,770,IGD--SEC(E)--LIN(10)--BL(2)--SNUM(2155)--SLEV(0),2022-04-14 12:24:18,Accept,Auditor 1,"5.52xxxx, 5.76xxxx",Igbudu market,Closed Shop,E,10,2,2155,6.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,58.0
1674,4833,Ngwa--SEC(B)--LIN(10)--BL(1)--SNUM(4385)--SLEV(0),2022-03-30 14:05:22,Accept,Auditor 5,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Open Stall,B,10,1,4385,125.0,GROUND FLOOR,WAREHOUSE,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1675,3564,Aria--SEC(C)--LIN(1)--BL(2)--SNUM(3565)--SLEV(0),2022-04-07 13:18:00,Accept,Auditor 4,"6.45xxxx, 7.48xxxx",Aria New Market,Open Stall,C,1,2,3565,68.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,18.0
1676,371,FTU--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK AF)--SNUM(1935)--SLEV(0),2022-09-19 09:11:55,Accept,Auditor 11,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Closed Shop,SECTION C,LINE 1,BLOCK AF,1935,2.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1677,1727,RKB--SEC(SECTION C)--LIN(LINE 1)--BL(34)--SNUM(2479)--SLEV(0),2022-03-22 12:30:52,Accept,Auditor 12,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION C,LINE 1,34,2479,34.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1678,3232,Ngwa--SEC(A)--LIN(113)--BL(2)--SNUM(2252)--SLEV(0),2022-03-25 13:44:18,Accept,Auditor 1,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Open Stall,A,113,2,2252,60.0,GROUND FLOOR,RESIDENTIAL,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1679,303,RKB--SEC(SECTION B)--LIN(LINE 2)--BL(58)--SNUM(1642)--SLEV(0),2022-03-21 10:20:07,Accept,Auditor 1,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION B,LINE 2,58,1642,19.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,10.0
1680,1507,RKB--SEC(SECTION B)--LIN(LINE 2)--BL(51)--SNUM(1391)--SLEV(0),2022-03-19 15:30:37,Accept,Auditor 10,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION B,LINE 2,51,1391,4.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1681,279,MKD--SEC(A)--LIN(11)--BL(2)--SNUM(279)--SLEV(0),2022-03-25 11:33:50,Accept,Auditor 3,"7.72xxxx, 8.49xxxx",Makurdi Modern Market,Closed Shop,A,11,2,279,8.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1682,773,Margaret--SEC(D)--LIN(3)--BL(10)--SNUM(4458)--SLEV(0),2022-04-08 10:04:00,Accept,Auditor 3,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Open Stall,D,3,10,4458,8.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1683,259,OYG--SEC(SECTION B)--LIN(LINE 2)--BL(29)--SNUM(734)--SLEV(0),2022-03-08 10:50:00,Accept,Auditor 3,"6.47xxxx, 3.38xxxx",Onyingbo (White sand),Open Stall,SECTION B,LINE 2,29,734,19.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1684,2136,OKJ--SEC(SECTION D)--LIN(LINE 1)--BL(1)--SNUM(1680)--SLEV(0),2022-05-18 10:50:42,Accept,Auditor 25,"6.81xxxx, 3.93xxxx",Oke-Aje Market,Closed Shop,SECTION D,LINE 1,1,1680,5.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1685,1584,Marian--SEC(A)--LIN(4)--BL(3)--SNUM(266)--SLEV(0),2022-03-25 21:14:37,Accept,Auditor 5,"4.97xxxx, 8.34xxxx",Marian Market,Open Stall,A,4,3,266,17.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1687,12604,Onitsha--SEC(B)--LIN(17)--BL(5)--SNUM(20704)--SLEV(GROUND FLOOR),2022-04-07 15:37:00,Accept,Auditor 11,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,B,17,5,20704,3.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1688,5789,Onuimo--SEC(A)--LIN(31)--BL(2)--SNUM(611)--SLEV(0),2022-05-24 15:22:23,Accept,Auditor 17,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo industrial and general goods market),Closed Shop,A,31,2,611,12.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1689,959,JMT--SEC(A)--LIN(1)--BL(48)-SNUM(942)--SLEV(0),2022-04-15 10:55:21,Accept,Auditor 6,"9.27xxxx, 12.4xxxx2",jimeta central / modern market,Open Stall,A,1,48,942,11.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1691,2784,PTK--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK BD)--SNUM(BD2784)--SLEV(0),2022-06-13 14:40:18,Accept,Auditor 1,"10.5xxxx3, 7.41xxxx",Panteka Market,Closed Shop,SECTION C,LINE 2,BLOCK BD,BD2784,34.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1692,12354,Onitsha--SEC(B)--LIN(17)--BL(5)--SNUM(20519)--SLEV(GROUND FLOOR),2022-04-07 13:51:00,Accept,Auditor 10,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,B,17,5,20519,883.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1693,2339,AkpaAndem--SEC(B)--LIN(2)--BL(7)--SNUM(7983)--SLEV(0),2022-03-30 09:16:10,Accept,Auditor 13,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Closed Shop,B,2,7,7983,5.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1695,608,ABG--SEC(SECTION BA)--LIN(LINE 2)--BL(BLOCK BA11)--SNUM(BA633)--SLEV(0),2022-05-31 12:55:41,Accept,Auditor 10,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BA,LINE 2,BLOCK BA11,BA633,10.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,28.0,40.0,0.0,68.0,0.0
1696,1249,ABG--SEC(SECTION BB)--LIN(LINE 2)--BL(BLOCK BB21)--SNUM(BB1234)--SLEV(0),2022-06-01 15:06:00,Accept,Auditor 7,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Open Stall,SECTION BB,LINE 2,BLOCK BB21,BB1234,14.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,10.0,0.0,0.0,10.0,0.0
1697,1791,BMP--SEC(SECTION B)--LIN(LINE 2)--BL(BLOCK BP)--SNUM(1791)--SLEV(0),2022-05-21 14:12:08,Accept,Auditor 11,"12.0xxxx7, 8.56xxxx","Bompai cluster (textile manufacturers - (along club, Maganda and Mission roads)",Closed Shop,SECTION B,LINE 2,BLOCK BP,1791,32.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1698,4201,Onuimo--SEC(A)--LIN(93)--BL(1)--SNUM(1845)--SLEV(0),2022-04-13 08:36:10,Accept,Auditor 9,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo industrial and general goods market),Open Stall,A,93,1,1845,32.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1701,138,KRM--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK 2)--SNUM(110)--SLEV(GROUND FLOOR),2022-05-18 15:04:05,Accept,Auditor 18,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION A,LINE 2,BLOCK 2,110,15.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,20.0,40.0,0.0,60.0,0.0
1703,1884,Margaret--SEC(D)--LIN(2)--BL(12)--SNUM(4029)--SLEV(0),2022-04-05 14:12:00,Accept,Auditor 2,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Closed Shop,D,2,12,4029,6.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
1704,2755,TND--SEC(SECTION C)--LIN(LINE 2)--BL(C48)--SNUM(2755)--SLEV(0),2022-06-08 14:02:00,Accept,Auditor 3,"10.5xxxx4, 7.40xxxx",Tundun Wada market,Closed Shop,SECTION C,LINE 2,C48,2755,22.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,18.0,40.0,0.0,58.0,0.0
1705,416,FCC--SEC(SECTION A)--LIN(LINE 1)--BL(BLOCK I)--SNUM(I418)--SLEV(0),2022-06-10 12:28:00,Accept,Auditor 6,"10.5xxxx3, 7.42xxxx",Fabrics Dealers Chenchenia Mkt,Closed Shop,SECTION A,LINE 1,BLOCK I,I418,9.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,40.0,80.0,0.0,120.0,0.0
